guid,name,creation_timestamp,creation_source,spec_default,spec_description
97f1e998-d5d7-7fe1-6c5f-2ecd8e000f2e,persons_redesigned_44,2025-04-23T18:44:38.410463,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for persons
f8f6ba1b-e141-e783-71ad-dfc67c449cbe,persons_optimized_45,2025-04-23T18:44:38.410467,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for persons
e8929d1c-be8f-38a4-91da-8bc6746cbed7,persons_debug_46,2025-04-23T18:44:38.410470,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for persons
0b780a36-01d1-a4d8-aa7c-8eab98aed0d2,persons_alt_experience_47,2025-04-23T18:44:38.410474,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for persons
687fabb8-66d9-86ff-a0ef-f58d4078b3de,persons_simplified_48,2025-04-23T18:44:38.410478,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for persons
bd7fb505-7482-d33b-1c35-480bab2cbfab,persons_advanced_49,2025-04-23T18:44:38.410483,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for persons
b80dd58c-7302-cb59-f8e0-8f665b4a2ec6,persons_enterprise_50,2025-04-23T18:44:38.410487,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for persons
55880962-6e12-795e-b4e0-11732a328512,persons_custom_51,2025-04-23T18:44:38.410490,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for persons
58f4a270-3855-ac75-e9b3-9d183ddd245d,feature_flags_enabled_52,2025-04-23T18:44:38.410494,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for feature_flags
3bc6d714-e9de-56ad-6267-73d0bb4d4e75,feature_flags_beta_53,2025-04-23T18:44:38.410498,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for feature_flags
ae889ebc-fe5d-d590-248a-245f852024c4,feature_flags_preview_54,2025-04-23T18:44:38.410502,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for feature_flags
87b542b0-31ca-011c-88a0-b7fa9ad36c99,feature_flags_new_ui_55,2025-04-23T18:44:38.410505,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for feature_flags
69b3a6b3-025c-096a-4d5c-96e670c7c738,feature_flags_improved_56,2025-04-23T18:44:38.410509,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for feature_flags
97d67d32-86b3-e19a-6a1e-5696b9c8cf95,feature_flags_redesigned_57,2025-04-23T18:44:38.410513,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for feature_flags
7bd9213a-04b8-0c2e-8903-55c018722e62,feature_flags_optimized_58,2025-04-23T18:44:38.410518,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for feature_flags
0ec56b5d-da59-34d7-c71c-7c21d0d5e9d6,feature_flags_debug_59,2025-04-23T18:44:38.410522,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for feature_flags
e2cb729c-abb6-0c96-b5b7-16f14afd81e5,feature_flags_alt_experience_60,2025-04-23T18:44:38.410525,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for feature_flags
56bf6d9c-c755-fac5-737e-3c936dfa0bf0,feature_flags_simplified_61,2025-04-23T18:44:38.410529,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for feature_flags
3c946c4d-2823-789d-6300-63f98a3d0b99,feature_flags_advanced_62,2025-04-23T18:44:38.410533,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for feature_flags
b3cebd6a-5099-381c-7b5e-6e5ab2584446,feature_flags_enterprise_63,2025-04-23T18:44:38.410537,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for feature_flags
f1633e79-7fc7-27fc-e0f5-7dd5418a79f8,feature_flags_custom_64,2025-04-23T18:44:38.410541,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for feature_flags
3a4bc74a-2842-a4f2-a8ac-b4a8e0f80dc2,experiments_enabled_65,2025-04-23T18:44:38.410544,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for experiments
af91f859-76f0-1eb2-002b-3a41f9262aa4,experiments_beta_66,2025-04-23T18:44:38.410548,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for experiments
9f1c5c85-8bc5-7e12-229c-6b4eb011774e,experiments_preview_67,2025-04-23T18:44:38.410553,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for experiments
415bbb12-7f28-876a-02f3-3e2012a29cec,experiments_new_ui_68,2025-04-23T18:44:38.410564,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for experiments
90933721-1899-e57b-0766-063942dfc1a2,experiments_improved_69,2025-04-23T18:44:38.410568,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for experiments
dd957d87-3eec-900e-bffb-95efac21b485,experiments_redesigned_70,2025-04-23T18:44:38.410571,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for experiments
da053aa9-d3bd-d959-b076-d5a2d047bd78,experiments_optimized_71,2025-04-23T18:44:38.410575,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for experiments
e285c8ef-7beb-2d8d-1caf-fbe733bc7b87,experiments_debug_72,2025-04-23T18:44:38.410580,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for experiments
260fc67b-ddfd-b9d2-f604-723db245b9ad,experiments_alt_experience_73,2025-04-23T18:44:38.410584,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for experiments
1d4066d1-e737-1942-8a09-279f251c2441,experiments_simplified_74,2025-04-23T18:44:38.410587,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for experiments
ed57f511-755e-59fe-bbf4-9bba29fdcda3,experiments_advanced_75,2025-04-23T18:44:38.410591,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for experiments
f9060b58-2137-7e9d-0164-c1e77509c02e,experiments_enterprise_76,2025-04-23T18:44:38.410595,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for experiments
ae3caf6d-5eb8-621d-bc4c-8c89573973fe,experiments_custom_77,2025-04-23T18:44:38.410599,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for experiments
ddcfb620-7634-522e-8b89-7317d2fcd48f,recordings_enabled_78,2025-04-23T18:44:38.410603,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for recordings
216f071a-fb61-de1b-4ebb-fe9d807b5f32,recordings_beta_79,2025-04-23T18:44:38.410606,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for recordings
079b1377-f176-781f-e3ab-49087015bce5,recordings_preview_80,2025-04-23T18:44:38.410610,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for recordings
f2936016-5d71-360b-d08a-875536e25b76,recordings_new_ui_81,2025-04-23T18:44:38.410614,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for recordings
0530cc4a-7080-d262-3245-b6a676743190,recordings_improved_82,2025-04-23T18:44:38.410620,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for recordings
b39ebb0f-a691-1b6b-307c-c10b21c2d099,recordings_redesigned_83,2025-04-23T18:44:38.410624,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for recordings
0ee01f0f-5195-a091-adfc-c0ce18bd2492,recordings_optimized_84,2025-04-23T18:44:38.410627,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for recordings
92dc7df8-95c0-6687-f6b4-6951bb248883,recordings_debug_85,2025-04-23T18:44:38.410631,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for recordings
22db0fbf-f230-6e33-50c3-59b741bc2c15,recordings_alt_experience_86,2025-04-23T18:44:38.410635,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for recordings
37b29374-528c-bda0-280f-6cf80a580258,recordings_simplified_87,2025-04-23T18:44:38.410639,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for recordings
9295dade-26f3-ee1f-ecf5-474deeb9137d,recordings_advanced_88,2025-04-23T18:44:38.410642,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for recordings
bb0005a5-8012-fa19-4f0a-2f8ab4448f47,recordings_enterprise_89,2025-04-23T18:44:38.410646,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for recordings
fa69a642-8f6c-f0e1-558d-a3ebab725f30,recordings_custom_90,2025-04-23T18:44:38.410649,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for recordings
8eae1b07-92d3-e2e7-2dc3-f3bc2b1fc232,surveys_enabled_91,2025-04-23T18:44:38.410653,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for surveys
cb2f3f33-1d5c-302a-241f-8337587996b1,surveys_beta_92,2025-04-23T18:44:38.410658,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for surveys
d94a2940-f313-906c-d75e-7f90acd4aeab,surveys_preview_93,2025-04-23T18:44:38.410662,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for surveys
93890174-bccf-77ee-abb4-2c2f1f55bac1,surveys_new_ui_94,2025-04-23T18:44:38.410666,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for surveys
c497729c-7991-9456-0384-8a79bdbf4007,surveys_improved_95,2025-04-23T18:44:38.410670,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for surveys
af86d3e7-bbb5-8ee4-c3d3-63733b27c9ab,surveys_redesigned_96,2025-04-23T18:44:38.410674,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for surveys
ae41264d-a58e-4ead-dac8-ba5bf157d061,surveys_optimized_97,2025-04-23T18:44:38.410677,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for surveys
da86014c-c6de-03b4-f4b0-d4d4f74dc9c1,surveys_debug_98,2025-04-23T18:44:38.410681,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for surveys
7e143a20-487e-cdb0-207e-36cec4cceb79,surveys_alt_experience_99,2025-04-23T18:44:38.410686,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for surveys
0d3dfcc8-0b83-fe96-6cdc-d8f6e549cd39,surveys_simplified_100,2025-04-23T18:44:38.410690,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for surveys
4664d62e-2bf8-b565-1047-301494b692ba,surveys_advanced_101,2025-04-23T18:44:38.410693,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for surveys
9d04ad37-209c-e2e6-9ec7-912d5d31c1ae,surveys_enterprise_102,2025-04-23T18:44:38.410697,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for surveys
643f3275-77b6-b253-f6c3-63f022d29525,surveys_custom_103,2025-04-23T18:44:38.410701,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for surveys
e781fff6-623a-9cf0-7bb8-58f0f586fdf4,data_warehouse_enabled_104,2025-04-23T18:44:38.410705,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for data_warehouse
eaf45158-d8be-5f10-c829-4ace13527e1a,data_warehouse_beta_105,2025-04-23T18:44:38.410709,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for data_warehouse
ba07a4a2-a26e-ad80-7b02-55cbd72e864f,data_warehouse_preview_106,2025-04-23T18:44:38.410712,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for data_warehouse
f7aa04ca-093c-dead-bff4-239f4ff74990,data_warehouse_new_ui_107,2025-04-23T18:44:38.410716,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for data_warehouse
0e142271-f1e9-ac8a-d206-faf16ee39337,data_warehouse_improved_108,2025-04-23T18:44:38.410722,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for data_warehouse
558e0e89-2c0f-cd24-29ab-7d6b7e678ad0,data_warehouse_redesigned_109,2025-04-23T18:44:38.410726,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for data_warehouse
0a0434cf-8431-a423-a885-3fae07b02241,data_warehouse_optimized_110,2025-04-23T18:44:38.410730,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for data_warehouse
9f0c13f8-0f21-2e4f-fb4a-31b894762e72,data_warehouse_debug_111,2025-04-23T18:44:38.410734,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for data_warehouse
b0a1c405-79d3-992e-f218-8e79e6b6b62a,data_warehouse_alt_experience_112,2025-04-23T18:44:38.410737,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for data_warehouse
9c82f2a1-1f4c-aba4-a248-62966deb8df8,data_warehouse_simplified_113,2025-04-23T18:44:38.410741,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for data_warehouse
c2e88206-6c59-02ed-f351-5866caf9a18c,data_warehouse_advanced_114,2025-04-23T18:44:38.410745,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for data_warehouse
4ec55e33-6554-012c-1ace-7b7215d353a8,data_warehouse_enterprise_115,2025-04-23T18:44:38.410748,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for data_warehouse
f08187bf-9eee-c689-c325-46143f6a37a6,data_warehouse_custom_116,2025-04-23T18:44:38.410752,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for data_warehouse
9f16474f-1595-9110-2ef8-5919424d4d17,batch_exports_enabled_117,2025-04-23T18:44:38.410756,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for batch_exports
37a2579c-e28d-fa7e-27be-8495ca2f7b3b,batch_exports_beta_118,2025-04-23T18:44:38.410761,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for batch_exports
f46cff4e-9b6e-78da-ed78-a09d19a59bdf,batch_exports_preview_119,2025-04-23T18:44:38.410765,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for batch_exports
a43199d6-ed84-baa6-18be-bbaec581d666,batch_exports_new_ui_120,2025-04-23T18:44:38.410769,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for batch_exports
1f296cbb-ac5c-6aac-6a6a-0f4f35afdc2e,batch_exports_improved_121,2025-04-23T18:44:38.410772,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for batch_exports
73cde86f-77d3-bbdd-c4b6-b08fc0a14d29,batch_exports_redesigned_122,2025-04-23T18:44:38.410776,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for batch_exports
ae0e4ecb-506e-a42c-5656-46d01f53b8fb,batch_exports_optimized_123,2025-04-23T18:44:38.410780,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for batch_exports
274a91d0-4adb-c778-6894-944edfbc0fcc,batch_exports_debug_124,2025-04-23T18:44:38.410785,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for batch_exports
cc5440bb-bc76-938a-d431-c3c535c93ba0,batch_exports_alt_experience_125,2025-04-23T18:44:38.410789,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for batch_exports
b8cf101a-2704-8d0d-8183-403a603f1660,batch_exports_simplified_126,2025-04-23T18:44:38.410792,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for batch_exports
644890f7-7e60-d5f0-ea46-f78087dde3d1,batch_exports_advanced_127,2025-04-23T18:44:38.410796,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for batch_exports
c41c52e7-9835-6845-beb0-08bd80be09bd,batch_exports_enterprise_128,2025-04-23T18:44:38.410800,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for batch_exports
5133147f-cc5a-9d50-85b3-f849544ba463,batch_exports_custom_129,2025-04-23T18:44:38.410804,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for batch_exports
5dea4330-c342-70d1-555a-d2e55594b9af,hedgehog_enabled_130,2025-04-23T18:44:38.410808,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for hedgehog
d307cc7f-6609-f1cc-2ddb-1de9829f671c,hedgehog_beta_131,2025-04-23T18:44:38.410811,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for hedgehog
9501615a-fc78-527b-18ee-9db2563aaf1c,hedgehog_preview_132,2025-04-23T18:44:38.410815,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for hedgehog
351649d5-2f9d-e1a9-242e-ef4baf93dcd7,hedgehog_new_ui_133,2025-04-23T18:44:38.410819,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for hedgehog
4baff56c-a58b-b342-ab11-a55ef38d943e,hedgehog_improved_134,2025-04-23T18:44:38.410824,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for hedgehog
44052382-a2f9-de32-02c4-9e8659349e80,hedgehog_redesigned_135,2025-04-23T18:44:38.410828,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for hedgehog
43f2601c-78c8-e924-9a3f-27a2b520af54,hedgehog_optimized_136,2025-04-23T18:44:38.410832,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for hedgehog
9c12d341-84b2-8629-da31-34c151f65ffe,hedgehog_debug_137,2025-04-23T18:44:38.410836,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for hedgehog
8283585c-0da4-3dac-a1df-af9b33b03d8e,hedgehog_alt_experience_138,2025-04-23T18:44:38.410840,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control alt_experience for hedgehog
9608fb67-4d06-faef-1aa9-d3e7f4ae5641,hedgehog_simplified_139,2025-04-23T18:44:38.410843,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control simplified for hedgehog
d976f915-8004-d09c-05ee-27cbb0971104,hedgehog_advanced_140,2025-04-23T18:44:38.410847,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control advanced for hedgehog
474bfa00-7497-5a12-0950-63410aa1df5f,hedgehog_enterprise_141,2025-04-23T18:44:38.410851,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enterprise for hedgehog
72613eaa-a112-9d45-7fc8-95cd1a01b6c2,hedgehog_custom_142,2025-04-23T18:44:38.410854,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control custom for hedgehog
3bdd5937-7873-7b42-c940-ca270020cc09,notebook_enabled_143,2025-04-23T18:44:38.410858,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control enabled for notebook
229a2109-fc17-3549-b22a-d7365e7c5e59,notebook_beta_144,2025-04-23T18:44:38.410864,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control beta for notebook
c39a77a8-165f-a584-b723-14a0f40529c0,notebook_preview_145,2025-04-23T18:44:38.410868,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control preview for notebook
70aa65b6-78a9-822d-5cb2-9b8f6a125744,notebook_new_ui_146,2025-04-23T18:44:38.410871,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control new_ui for notebook
6fccbc05-ac7f-df56-42a1-7ef066e408ab,notebook_improved_147,2025-04-23T18:44:38.410875,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control improved for notebook
979c1ad1-00d0-2bc5-33b7-8cfe9a38d942,notebook_redesigned_148,2025-04-23T18:44:38.410879,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control redesigned for notebook
16df2b0c-befe-22df-91b8-3222cd5530fd,notebook_optimized_149,2025-04-23T18:44:38.410882,posthog/posthog_fork/frontend/src/lib/constants,true,Flag to control optimized for notebook
6707b4be-bec6-6cf2-aa4d-7d5fac3787b1,notebook_debug_150,2025-04-23T18:44:38.410888,posthog/posthog_fork/frontend/src/lib/constants,false,Flag to control debug for notebook
